tmdb_id,title,release_date,year,overview,vote_average,vote_count,popularity,poster_path
844043,Song Express,2021-11-03,2021,"Franck just had the most crazy and wonderful idea for a company that would finally get him and his friends proper jobs. As Uber delivers food, Amazon daily items, Song Express will deliver songs. To your friends, or your loved one, or yourself, anywhere you want. It is brilliant, it is foolish, it could work… For Franck, Jean-Claude, Sophie and José, Song Express becomes something more than just a professional challenge: it is the dream of a lifetime.",6.241,83,3.0761,/xNYYiZUu3OCFBY7f2ELiGAqDFC.jpg
312152,Chuck Norris vs Communism,2015-11-12,2015,"In late eighties, in Ceausescu's Romania, a black market VHS bootlegger and a courageous female translator brought the magic of Western films to the Romanian people and sowed the seeds of a revolution.",7.1,58,3.2715,/ojrUA0bfzPuDrGgGnOJElqcSTbL.jpg
645489,Gunjan Saxena: The Kargil Girl,2020-07-23,2020,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,7.387,84,2.9749,/llWz6LbVpGPChnNnhAiGJyPMDwP.jpg
465078,God: Serengeti,2017-07-06,2017,God presides over a prehistoric tribe.,6.745,94,2.8743,/sMdqT1GZTKHGBQWvqbZvabOdu8Z.jpg
960704,Fullmetal Alchemist: The Final Alchemy,2022-06-24,2022,"The Elric brothers’ long and winding journey comes to a close in this epic finale, where they must face off against an unworldly, nationwide threat.",6.3,206,3.1951,/AeyiuQUUs78bPkz18FY3AzNFF8b.jpg
410366,The History of Love,2016-11-09,2016,The story of a long-lost book that mysteriously reappears and connects an old man searching for his son with a girl seeking a cure for her mother's loneliness.,6.4,95,3.3093,/nNA1Ut2neRVxYkyJeNQ2AZaJ7Lf.jpg
710871,Ghost Lab,2021-05-26,2021,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",6.5,134,3.5317,/A09Dqy91W40Q2iiD7IOJteDpJAa.jpg
477887,The White Crow,2018-08-31,2018,"The story of Rudolf Nureyev, whose escape to the West stunned the world at the height of the Cold War. With his magnetic presence, Nureyev emerged as ballet’s most famous star, a wild and beautiful dancer limited by the world of 1950s Leningrad. His flirtation with Western artists and ideas led him into a high-stakes game of cat and mouse with the KGB.",6.6,249,2.7189,/5OF4zAdfQWKDTiiRpbZvZUsLioq.jpg
1203329,The Witcher: Sirens of the Deep,2025-02-10,2025,"When human sailors are attacked by mysterious creatures of the deep, only one person can stop the war between land and sea: the Witcher, Geralt of Rivia.",6.874,234,3.5316,/y0pR5aBVvPn5uncaZjl94ZEnuEF.jpg
499537,The Wolf House,2018-09-26,2018,"After escaping from a religious colony in Chile, Maria seeks shelter in a mansion where she’s taken in by two pigs, its only inhabitants. Like in a stop-motion dream, the universe of the house reacts to her feelings. The animals slowly morph into humans and the house into a dark, menacing world.",7.5,184,3.018,/kvgch2e25cd6dWhRJ6G8BCJ1Wcq.jpg
527246,How to Get Over a Breakup,2018-05-31,2018,"The film tells the life of Maria Fe, a young woman who faces singleness after six years of relationship. Along with her two soul friends, played by Karina Jordán and Jely Reátegui, the girl must learn to be single again. On the way, you will run into old loves, new adventures and lots of fun.",6.8,252,3.3423,/ngKYg4hgBlVvjg3NF4Z4xqArT4Z.jpg
471968,The Last Warrior,2017-10-19,2017,"Ivan is an ordinary guy who is transferred from modern Moscow to the fantasy world Belogorye. In this parallel universe where characters of Russian fairy tales live, magic is an integral part of daily life, and arguments are settled with the help of sword . Unexpectedly, Ivan finds himself in the middle of a battle between good and evil, and he must discover why everyone thinks that he must play the main role in upcoming events...",6.917,198,3.604,/oFEHcmPuI95aoeNrWXCVnA4oI5Y.jpg
375366,The Girl with All the Gifts,2016-09-23,2016,"In the future, a strange fungus has changed nearly everyone into thoughtless, flesh-eating monsters. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",6.569,2096,2.6559,/1PrGXmfRLNuFXliynQaY7HvHayf.jpg
479607,Engaging Father Christmas,2017-11-12,2017,"It's Christmas and Miranda leaves Seattle with a suitcase full of presents to join her long- lost family in Carlton Heath, where she will experience the joyful traditions she missed as a child. Last Christmas, Miranda fell in love with Ian, a local man who helped her as she searched for her father, James Whitcomb, a famous theatre actor she believed had a connection to the town. At his widow Margaret’s request, Miranda agrees to keep it a secret to protect the family from scandal.",6.079,63,2.8209,/xiDQaS68IBFuMcFjstHF28ZOzxl.jpg
1043808,Vitória,2025-03-13,2025,"Nina is an elderly woman who lives alone and feels distressed by the increasing violence in her neighborhood. Amidst conflicts with her neighbors, she decides to film the movement of drug traffickers from her window, hoping to assist the police. After months of recording suspicious activities, her initiative attracts the attention of a journalist, who approaches Nina and offers to support her in her mission.",8.1,54,3.1,/a6VMhYtlTMuylbM26DhqVPm5uc9.jpg
628534,The White Tiger,2021-01-13,2021,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,6.972,950,2.8897,/5JnmseS3DZ6ad2VMbrnbGCs8Rst.jpg
309581,Lila & Eve,2015-07-31,2015,"Lila, a grief-stricken mother reeling from her son’s murder, attends a support group where she meets Eve, who urges her to take matters into her own hands to track down her son’s killers.",6.101,257,2.6337,/zGY41KlplvdPcUT0OeTu04ZPHke.jpg
960875,The Chalk Line,2022-09-09,2022,"After a couple finds a traumatized child of unknown origins, wife Paula must decipher the girl's strange behaviors to unlock her identity and dark past.",6.416,362,3.1995,/ifxAT8LVbSCxAi290VplTwbEQNh.jpg
410220,Drowning Love,2016-11-05,2016,"Natsume Mochizuki  works as a teen model in Tokyo, but she learns that she has to move to her father's hometown of Ukigumo. She is in a desperate situation because she can't do the things she wants to do in Ukigumo. One day, she meets Koichiro Hasegawa. He is the successor of the Hasegawa family. His family is wealthy and is respected in the area. Natsume Mochizuki and Koichiro Hasegawa become attracted to each other, but something changes their fate.",6.2,79,3.769,/PYIgcBiMhGBq81MMPbhwIDdDUB.jpg
402871,Don't Hug Me I'm Scared 6,2016-06-19,2016,"All alone, Yellow Guy tries to stop a lamp from teaching him about dreams. While Red Guy finds out the truth about the puppets' existence.",7.9,88,2.484,/n9z1eVpRxzC88Qr3SYf6c7Y8tgM.jpg
415358,Pink,2016-09-16,2016,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture.",7.4,231,3.0431,/6xNhnyKm2M5FEOY7xv5iKiQ5P3.jpg
1288328,The Illusion,2025-01-16,2025,"1860. Giuseppe Garibaldi began from Quarto the adventure of the Thousand surrounded by the enthusiasm of the young idealists who had come from all regions of Italy, and with his loyal group of officers, among whom a new profile stands out, that of Palermo Colonel Vincenzo Giordano Orsini. Among the many militiamen recruited were two Sicilians, Domenico Tricò, a farmer who had emigrated to the North, and Rosario Spitale, an illusionist. Having landed in Sicily, at Marsala, the Thousand begin fighting with the Bourbon army, whose numerical preponderance is immediately evident. Under these conditions, it appears almost impossible for the general to breach the enemy defense and penetrate Palermo. But when he is almost forced to retreat, Garibaldi devises an ingenious plan.",6.821,112,3.2976,/ef5ZklgEgY1elHpfw9rttMbBQ5k.jpg
878424,A Kindhearted Christmas,2021-11-20,2021,"Jamie owns a sightseeing and tour company in the small town of Cooperville, New York. Navigating the holidays with enthusiasm is trickier for Jamie since her husband Matt passed. Matt loved Christmas and found unparalleled joy in giving to others. While reminiscing with family, Jamie realizes the town desperately needs someone with Matt’s genius for thinking of the small gestures that bring genuine happiness to the holidays.",6.1,62,2.6756,/rNvfIcaYjQjczvW6o3qdB7W4vz.jpg
560066,Scooby-Doo! and the Curse of the 13th Ghost,2019-02-05,2019,"Mystery Inc. withdraws from solving crimes after botching a case. When Vincent Van Ghoul contacts the gang about an unfinished investigation from Daphne, Shaggy and Scooby's past, the gang springs into action to finish the job that involves catching the 13th Ghost that escaped from the Chest of Demons and is still at large.",7.9,248,3.1132,/hKxlzUtwyEMZDmj58ijQqr5PoZn.jpg
342472,1 Mile To You,2017-04-07,2017,"After a teenager's friends die in an accident, he finds running allows him to remember them perfectly. Running, however, also brings him notoriety. He is caught between keeping the past alive and making new memories in the present.",6.5,218,2.4888,/by5sJxbg7HXdqSm05oYT54AsZTg.jpg
379998,Becoming Zlatan,2015-02-17,2015,"The decisive years of Swedish soccer player Zlatan Ibrahimović, told through rare archive footage in which a young Zlatan speaks openly about his life and challenges. The film closely follows him, from his debut with the Malmö FF team in 1999 through his conflict-ridden years with Ajax Amsterdam, and up to his final breakthrough with Juventus in 2005.",6.2,61,3.0259,/l2RxbkV56deZFaI1arbFPA1PpHh.jpg
634521,The Promised Neverland,2020-12-18,2020,"A number of children are being well fed, taken care of, and pampered at a very meticulate and managed orphanage. The facility and grounds are impressive, but the wall acting as a barrier is high. There is a secret to the place and once revealed to several orphans, they're desperate to escape.",7.3,64,3.3966,/7tMAledkia9p72zON1nLRlyfHO7.jpg
595228,Soorarai Pottru,2020-11-12,2020,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",7.7,108,2.9515,/5uimlxPCgAei8JfQUDFEUQLoyyh.jpg
608813,In Full Bloom,2019-06-19,2019,"Set shortly after the end of World War II, a philosophical boxing drama of two fighters from opposite worlds (USA and Japan) who are pulled together for a questionable fight arranged by their unscrupulous managers and the Yakuza.",6.822,76,3.1687,/yAEEX18LgxzhTbo5NZKpqUL5HVP.jpg
1079244,Bonhoeffer: Pastor. Spy. Assassin,2024-11-20,2024,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",6.77,61,3.0799,/9WtImcI6k9XOcnPmSeN2Kzpf4ay.jpg
467181,Blurt!,2018-10-22,2018,"When nice-guy Jeremy Martin puts on mysterious virtual reality glasses at the mall, he suddenly loses his “inside voice” and starts spouting every thought he has out loud. Making matters worse, Jeremy is running for student council president against his classmate Milly, who is full of great ideas to improve the school. Desperate to get back to normal, Jeremy and his sister Victoria must figure out how to convince his brain that he can speak up for himself.",7.0,62,2.9739,/kPA7q8JceNkYSWpkIArLxC8S2v1.jpg
983883,Marry My Dead Body,2023-02-10,2023,"After finding an odd envelope, Policeman Ming-han's life takes a spooky turn: He's now wed to a ghost husband, and they must solve a crime together.",6.989,179,3.613,/bmOaSOo5wB7cMDhhp6Msnd4IsLZ.jpg
604362,Hitman: Agent Jun,2020-01-22,2020,A failing webtoon artist finds he's drawn a target on his own back after publishing a story containing real secrets from his former life as a superspy.,7.2,75,3.8836,/dAt3nolyXLEEuXiIXZwv1iikbcA.jpg
429199,The Other Side of Hope,2017-02-03,2017,A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.,6.946,342,2.9733,/spqAX6L4YtPaCj2dnc10Tku9AU7.jpg
760158,Manticore,2022-12-09,2022,"Julián is a successful video-game designer whose life is plagued by a dark secret. But when Diana pops up in his life, the man will feel as though a chance at happiness is within his grasp.",6.882,51,3.505,/zjjQksxvBFDkraifSGzft9j6MXo.jpg
606954,I Hate Summer,2020-01-30,2020,"Three families end up in the same rented house. Throughout the summer, they become friends and rediscover how to enjoy life.",7.1,966,2.6495,/f0l06BUo5PlW7h3XOaPZMFn3mEt.jpg
744925,Christmas on Ice,2020-10-23,2020,"Courtney Bennett, a former US figure skating hopeful, runs the city’s public skating rink but when the Mayor announces its closing, Courtney is heartbroken but determined to save it. After Courtney’s attempts to warm the Mayor’s Scrooge-like heart fail, she enlists the help of Noah Tremblay, a former professional hockey player and single dad, who owns the new indoor skating center, to help her, and together they find more than just the spirit of holidays on the ice.",7.0,84,2.8339,/seK2Gr5SfDcvDeWV06BTOkcBMnv.jpg
500849,Boys Cry,2018-06-07,2018,"Mirko and Manolo are best friends and live in the suburbs of Rome. They both live in poor conditions with their single parents, are still in school and struggle with occasional odd jobs to make ends meet. Together they share dreams of women, of sex and money, of a better life to come. Then, after killing a man in a hit-and-run one night, they get involved with the local mafia and their lives change dramatically.",7.0,286,3.6044,/rZpkx4mEqglDaOEQvJMJ6hBKIUF.jpg
963765,Strange Way of Life,2023-05-26,2023,"After 25 years, a former hired gun visits his old colleague, now a small-town sheriff. Their past relationship is explored, as is how they reflect on it in the present.",6.3,356,3.3339,/uKOSFVplHUtvjtDEE5N4x8Hs9vL.jpg
761563,Medusa,2020-11-07,2020,"After being bitten by a lethal snake, a young woman experiences changes in her senses and appearance, as she sheds her old self and slowly turns into a deadly weapon.",6.151,192,3.5833,/fs8RXnnJkYKo53R8A6eakzcTTHj.jpg
1358820,A Nonsense Christmas with Sabrina Carpenter,2024-12-05,2024,"Pop icon Sabrina Carpenter jingles all the bells in her first-ever variety music special full of holiday hits, unexpected duets and comedic cameos.",6.757,70,3.0094,/w6gBjvivsWwTbvz0bBAIxszOnWL.jpg
459295,Sarah Silverman: A Speck of Dust,2017-05-30,2017,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",6.822,121,3.6199,/bvTyPBdS4tiJ4Nv2zPnT9kAjSoD.jpg
336808,Embrace of the Serpent,2015-05-25,2015,"The epic story of the first contact, encounter, approach, betrayal and, eventually, life-transcending friendship, between Karamakate, an Amazonian shaman, last survivor of his people, and two scientists that, over the course of 40 years, travel through the Amazon in search of a sacred plant that can heal them. Inspired by the journals of the first explorers of the Colombian Amazon, Theodor Koch-Grunberg and Richard Evans Schultes.",7.681,488,2.8496,/t3Lmw8jvm7tpik0lSkub8hU4oRW.jpg
618911,Atrangi Re,2021-12-24,2021,Runaway Rinku gets forcefully married to already engaged Vishu. Both don't want this marriage and make a deal to go on their separate ways. The equation gets weirder when Rinku's lover Sajjad shows up and Vishu starts developing feelings for her.,6.517,60,3.1937,/oHPFZLf2jPZSgFiqzPsSWqPmUMd.jpg
1118028,The Red Virgin,2024-09-27,2024,"Hildegart is conceived and educated by her mother Aurora to be the woman of the future, to become one of the most brilliant minds of Spain in the 1930s and one of the European references on female sexuality.",7.059,160,3.0243,/rWI9nlFB1bMWlU7xExJ4WmkQUyV.jpg
552687,Wotakoi: Love is Hard for Otaku,2020-02-07,2020,An effervescent musical about one of the most unlikely couples seen on screen: two Otaku intent on hiding their nerdiness from their colleagues!,6.614,57,3.2238,/9JV0LOcazudqEcz2NNOMqEIzACz.jpg
498448,Kesari,2019-03-21,2019,"In 1897, an army of 21 Sikhs battles 10,000 Afghans to prevent the Saragarhi Fort from being taken down.",7.054,112,3.0868,/ctjT1pMNAGD9ou0kuhz806tf7kX.jpg
1045842,This is My Mother,2024-03-06,2024,"Pierre, a successful 33-year-old florist, has his life turned upside down by the sudden arrival of his mother Judith, whom he hasn’t seen for two years. Mercurial and extravagant, she suffers from bipolar disorder and has recently escaped from a clinic. Pierre has only one idea in mind: bring her back as quickly as possible so his life can get back on track. But nothing happens as he hoped for. Their unexpected reunion, as funny and explosive as it is heart-wrenching, will transform Pierre and Judith forever.",7.008,59,2.9746,/lmQCgF12UhvkZ8LCk6zDdNUCiRJ.jpg
531384,Project Gutenberg,2018-09-30,2018,"The Hong Kong police is hunting a counterfeiting gang led by a mastermind code-named ""Painter"" . The gang possesses exceptional counterfeiting skills which makes it difficult to distinguish the authenticity of its counterfeit currency. The scope of their criminal activities extends globally and greatly attracts the attention of the police. In order to crack the true identity of ""Painter"", the police recruits a painter named Lee Man to assist in solving the case.",7.1,126,3.2246,/aJv81P9fEsArYmEL1IGYNTYQLni.jpg
933738,Ali Wong: Don Wong,2022-02-14,2022,"In her third Netflix stand-up special, Ali Wong reveals her wildest fantasies, the challenges of monogamy and how she really feels about single people.",6.892,51,3.1738,/rhwfoNRrTTLbdkkqjjC6yCDZXte.jpg
418399,7 Minutes,2016-11-03,2016,"Women in a failing silk factory, fight to find a way to keep their jobs.",7.0,162,2.9131,/lx15SY4vHWWMPKm4fTlBAQQKSZW.jpg
359151,Tanna,2015-10-16,2015,"In a traditional tribal society in the South Pacific, a young girl, Wawa, falls in love with her chief’s grandson, Dain. When an inter-tribal war escalates, Wawa is unknowingly betrothed as part of a peace deal. The young lovers run away, refusing her arranged fate. They must choose between their hearts and the future of the tribe, while the villagers must wrestle with preserving their traditional culture and adapting it to the increasing outside demands for individual freedom.",6.573,103,2.675,/iKk0Nu3dytbDzX1SFwYJvUreQW.jpg
379441,Greater,2016-08-26,2016,The incredible true story of the greatest walk-on in the history of college football.,7.182,110,3.3484,/tyakQi7yU6KnyYq9yE0PaIlWzvw.jpg
834404,Teen Titans Go! See Space Jam,2021-06-20,2021,"The Teen Titans are visited by the Nerdlucks, the Space Jam villains who tried to capture Michael Jordan and the Looney Tunes. Astonished to discover his fellow Titans have never seen Space Jam, Cyborg organizes an exclusive watch party.",6.1,233,2.8116,/xBOipwFIZS2uLk0FwmKpysCx4HD.jpg
772450,Presencias,2022-09-07,2022,"A man who loses his wife and goes to seclude himself in a cabin in the woods, where strange things happen.",6.702,121,3.0983,/prPGZSzi7S7LrFN8vSoRuLfKvt1.jpg
728526,Encounter,2021-12-03,2021,"A decorated Marine goes on a rescue mission to save his two young sons from an unhuman threat. As their journey takes them in increasingly dangerous directions, the boys will need to leave their childhoods behind.",6.3,444,3.013,/AjRUsn8m2znK4mQuYR5fUguBDQM.jpg
591322,My First Client,2019-05-22,2019,A success-hungry lawyer finds himself unable to turn his back on a suspicious case involving a child who claims she murdered her brother.,8.67,94,4.0925,/fLss1W1DuAI9kL0Kc8iI9bnJt0.jpg
352733,The Scandalous Lady W,2015-08-17,2015,"A gripping 18th century drama details the scandalous life of Lady Seymour Worsley, who dared to leave her husband and elope with his best friend, Captain George Bisset. Lady Seymour Worsley escapes her troubled marriage only to find herself at the centre of a very public trial brought by her powerful husband Sir Richard Worsley.",6.6,103,3.4288,/ekegcpp9Ri1R4slhtJrJwT4Euw0.jpg
332835,Piku,2015-05-08,2015,A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,7.1,208,2.9174,/P3Nyfzr3TtfTJ7dEq10zVv5oY0.jpg
413547,Kahaani 2,2016-12-01,2016,"Vidya Sinha has only one obsession in life. She wants to see her teenage daughter Mini, who is paralysed waist-downwards, walk again. But, is this scenario as obvious as it seems? Or is Vidya an impersonator of Durga Rani Singh from Kalimpong, who is wanted for kidnapping and murder?",6.6,55,3.1633,/uT1wPvg5UBPCHkWAlgYQutgbsW.jpg
546266,La Fuitina Sbagliata,2018-10-11,2018,"The story of Romeo and Juliet is exactly the opposite: two families, the Casisa and the Vitrano, who adore each other, and their two children, Anna and Claudio, students away from home and longtime lovers, who hate each other and want nothing to do with each other. When they return home, the two find an idyllic situation: the friendship between their families is so strong that they've even joined forces in business. The Casisa, ricotta producers, and the Vitrano, producers of cannoli shells, will sell ""the lovers' cannoli,"" for which Claudio and Anna will be the unwitting ambassadors. It's so difficult to tarnish that picture that the two not only lack the courage to admit they've broken up, but, gripped by an increasingly childish fear, they complicate matters by telling outright lies: not only do they announce their wedding, but also the imminent birth of a child. From here, a hilarious game of misunderstandings begins, which will lead them to commit the wrong elopement.",6.32,164,3.0533,/6xFWf6XCmvgJfsu0GTzX1tG4y2t.jpg
948050,In His Shadow,2023-03-17,2023,"After the death of their father, two half-brothers find themselves on opposite sides of an escalating conflict with tragic consequences.",6.2,120,3.5707,/ooyH5mGWvN3ZJOSqTBntlQ8Iail.jpg
857800,Becoming Led Zeppelin,2025-02-05,2025,"The individual journeys of the four members of the band, as they move through the music scene of the 1960s, playing small clubs throughout Britain and performing some of the biggest hits of the era, until their meeting in the summer of 1968 for a rehearsal that changes their lives forever.",7.189,95,3.7481,/cAxteOtjaeQN045qNNbSEwu78c4.jpg
560016,Monkey Man,2024-04-03,2024,"Kid is an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city’s sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him.",6.886,1261,3.4733,/4lhR4L2vzzjl68P1zJyCH755Oz4.jpg
653221,Hridayam,2022-01-21,2022,"Arun and Darshana are first-year engineering students and they fall in love soon after their college begins. And just as how things work generally in teenage, the road ahead isn't too easy for them. Life offers many twists and turns that they least expect.",7.0,53,3.1453,/rMNzpbruCuBmYPWhaNLrKOlNKcu.jpg
534338,An Interview with God,2018-08-20,2018,An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime – with someone who claims to be God.,7.0,270,3.2631,/d9TeB8VLCgwSph2OSYK3lcHGf1f.jpg
533592,Scooby-Doo! and the Gourmet Ghost,2018-08-28,2018,"The Scooby gang visits a culinary resort run by Fred's uncle, Bobby Flay. While enjoying the sights, a ghost attacks the guests and destroys the resort, leaving the gang to put a stop to its threat.",8.0,171,3.0375,/AtHngeqD4K1Oj01ulWc1aDJhU8H.jpg
662821,The Dawn,2019-09-27,2019,"Following the murder of her family at the hands of her father in the wake of World War I, a young woman is sent to live in a convent. However, the demons that plagued her father follow, reawakening the nightmares of her past.",6.0,56,3.1142,/3gxznVkacYCFlaYTNbUBvyxg6bf.jpg
626392,Master,2021-01-13,2021,"An alcoholic professor is sent to a juvenile school, where he clashes with a gangster, who uses the children of the school for criminal activities.",6.6,106,3.2021,/wjbOlovDadOdPKkSAMohLCjbIsc.jpg
1216780,Nadaaniyan,2025-03-01,2025,A privileged Delhi socialite hires a middle-class student to pose as her boyfriend to maintain her social status. Their pretense becomes complicated when genuine feelings develop between them.,6.078,51,3.1389,/vQsGkLx68lmAdGwNapaaq3qqwKn.jpg
372640,The Very Private Life of Mister Sim,2015-12-16,2015,"Mister Sim is of no concern whatsoever. At least, this is what he thinks about himself. His wife has left him, his job has left him, and when goes to see his father in a remote part of Italy, not even Dad has the time to have lunch with him. He then receives an unexpected offer: to travel through France selling toothbrushes that will ""revolutionize oral-dental hygiene."" He takes advantage of the job to catch up with people from his childhood, to meet the first big love of his life, along with his daughter, and to make amazing discoveries and, in so doing, rediscover himself.",6.0,101,3.2499,/xTENwzN3RmWjCwfijxjk2mFJsPb.jpg
939338,Epic Tails,2023-01-25,2023,"An adventurous mouse sets off to battle dangerous creatures in Ancient Greece, including Poseidon.",6.8,126,2.7934,/gVPw9gRPsZZhzY6cIXp6h6nep5M.jpg
382951,A Sunday Horse,2016-02-15,2016,"After a near-fatal accident, on a horse the experts thought was nothing special, a determined rider from the wrong side of the tracks defies all the odds to pursue her dreams of winning a national jumping championship.",6.3,72,2.7681,/gFQYIrS32BlSDdqDx0fps4eZllc.jpg
550025,Christmas in Evergreen: Letters to Santa,2018-11-18,2018,"Lisa's trip home to Evergreen for the holidays finds her shepherding an effort to save the town's beloved general store, fulfilling the wishes of a Christmas past and finding a romance full of Christmas magic.",6.8,59,3.0277,/c7sbYi97TdjSPwUboF802yWidPP.jpg
427416,Sing,2016-11-06,2016,"Quiet 10-year-old Zsofi has just changed schools. Feeling out of place at first, she is quickly admitted to the school’s famous choir and befriends her popular classmate Liza. Soon, they have to stand up united against their choir master, who isn’t quite the friendly and inspirational teacher they first thought she was.",7.534,74,3.1296,/vNZsygCJam5U3P34tXMmuOVZO9n.jpg
795109,Catherine Called Birdy,2022-09-23,2022,A teenage girl in Medieval England navigates life and tries to avoid the arranged marriages her father maps out for her.,6.095,137,3.1897,/a6welBP7DtjHDsr6fwT5IuCS33f.jpg
559566,Psycho-Pass: Sinners of the System - Case.3 On the Other Side of Love and Hate,2019-03-18,2019,"Following the incident in the Southeast Asia Union in 2116, Shinya Kogami resumes his vagrant journey. In a small South Asian nation, Kogami rescues a bus of refugees under attack by armed guerrilla forces. Among the refugees is a young lady by the name of Tenzin, who begs Kogami to teach her how to retaliate against the enemy. Just what does the girl who wishes for revenge and the man who has exacted revenge see as they gaze upon the edge of a world from which there is no escape?",7.0,67,3.1551,/snAdedewKhxu1SU9ZUAh156Trlt.jpg
345775,Long Way North,2015-12-10,2015,"In 1892 Saint Petersburg, when her explorer grandfather's failure to return from his latest expedition brings dishonour to her aristocratic family, a resilient teenager runs away to follow in his trail in search of his famed ship.",7.326,175,2.7842,/nh3ModvEfZhSzfylPFsPaxt2CjG.jpg
594530,Lamp Life,2020-01-31,2020,Bo Peep explains what happened to herself and her sheep between the events of Toy Story 2 and Toy Story 4.,7.12,317,2.9327,/mJ95RnlammhYb6ZvBbQFLq8Jqnl.jpg
437109,The Villainess,2017-06-08,2017,"Honed from childhood into a merciless killing machine by a criminal organization, assassin Sook-hee is recruited with the promise of freedom after ten years of service. However, secrets from her past destroy everything she’s worked for and now she embarks on a roaring rampage of revenge.",6.915,736,3.7522,/tJlOV2SU6qTxR540H9VtoCAOVm.jpg
827887,Blast,2022-06-16,2022,"In a Parisian parking lot Sonia finds herself trapped in her car with her son and the daughter of her boyfriend Fred, who has been left outside, powerless to deal with the situation: an anti-tank mine has been set under the car. Sonia is a bomb-disposal expert, who works for a NGO with Fred. She just got back from a mission in Ukraine and, while she's used to face dangerous situations, with the children's lives on the line the stakes have never been higher. Along with colleagues Igor and Camille, who came to the rescue, Sonia and Fred have 30 minutes to defuse the bomb and work out who could be the mastermind behind this. Will they stand united until the end or will the family implode under pressure?",6.8,65,2.9385,/k43iS9a1ugXkcBEjYJPiAGtlzv6.jpg
698201,Tokyo Revengers,2021-07-09,2021,An unemployed man learns that his ex-girlfriend was murdered. He suddenly finds himself travelling through time to his middle school years and has chance to change the future and save the girl. He aims to rise to the top of the most brutal delinquent gang.,7.8,233,3.3781,/q8Q2VBt3rP0cSG3hNerIQuogLAH.jpg
458131,The Best of Enemies,2019-04-05,2019,"Centers on the unlikely relationship between Ann Atwater, an outspoken civil rights activist, and C.P. Ellis, a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",7.363,460,3.0659,/4pA9318BY7CSnXVi3xKBtPYMe1T.jpg
324807,A Bigger Splash,2015-11-26,2015,"An American couple, Paul and Marianne, spend their vacation in Italy and experience trouble when Marianne invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios.",6.163,830,2.5513,/b9ca2L41R43Lg1hpSzJHwtDTvYU.jpg
516630,The Standoff at Sparrow Creek,2019-01-18,2019,"After a mass shooting at a police funeral, reclusive ex-cop Gannon finds himself unwittingly forced out of retirement when he realizes that the killer belongs to the same militia he joined after quitting the force.",6.1,118,2.9757,/uCyDJGQ54vcCclNqa6nLcSqH3DQ.jpg
299824,Mojin: The Lost Legend,2015-12-18,2015,"Three tomb raiders retire from their roles and move to New York to enjoy the rest of their lives. However, they are asked to resume duty in order to find out the reason behind the loss of a loved one.",6.2,247,3.2336,/supoIHkh3dzDi1XmvK8tgGlkGNS.jpg
699280,Becoming,2020-05-06,2020,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",7.236,159,3.6936,/f0vo1yoEVlbpJ0Fkn0FgU7dTrO8.jpg
604553,Christmas Wishes & Mistletoe Kisses,2019-10-26,2019,"Single mom Abbey takes a leap of faith to pursue her passion for interior design. When she gets hired to decorate the estate of local businessman Nick, Abbey must complete the job by Christmas Eve. With the holidays fast approaching, Abbey must figure out how to break down the wall between her and Nick, as this could be the opportunity that jump-starts her career.",6.331,59,3.3296,/gh9iUFpPkbS30bJFaek34JLDkls.jpg
449749,The Leisure Seeker,2018-01-03,2018,"A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end.",7.068,485,3.1806,/1IOnJzgbgVj85vDEIf1fPmCQ7KP.jpg
